label,cav_score,llr
negative,0.3677,-30.8793
negative,1.2819,-13.7373
negative,0.6412,-25.2002
negative,-2.6709,-125.5402
negative,-2.2692,-109.7037
negative,-1.0437,-67.6409
negative,-0.7455,-58.8325
negative,-2.9920,-138.9297
negative,-2.1179,-103.9997
negative,-0.3623,-48.3331
negative,-0.4416,-50.4297
negative,-2.1425,-104.9188
negative,0.3753,-30.7143
negative,2.0846,-5.4645
negative,0.0168,-17.0029
negative,0.8593,-12.0081
negative,-1.5527,-27.3860
negative,-2.7357,-36.1391
negative,0.2707,-15.4550
negative,1.5265,-8.3388
negative,-1.3990,-26.3071
negative,-0.4516,-19.9553
negative,0.5158,-13.9956
negative,-4.0970,-47.1973
negative,-1.0097,-23.6352
negative,0.2075,-15.8368
negative,0.6937,-12.9579
negative,2.0517,-5.6287
negative,1.9991,-5.8932
negative,0.1088,-16.4379
negative,0.4998,-14.0897
negative,0.3843,-14.7746
negative,0.8226,-12.2169
negative,1.2515,-9.8203
negative,-0.2950,-18.9545
negative,2.0202,-5.7870
negative,-2.3483,-33.1851
negative,1.7841,-6.9902
negative,1.0378,-11.0015
negative,0.4941,-14.1234
negative,1.0239,-11.0791
negative,0.4883,-14.1580
negative,1.7019,-7.4164
negative,-0.2584,-18.7224
negative,-0.2842,-18.8855
negative,-1.7111,-28.5118
negative,-0.2403,-18.6078
negative,-1.3482,-25.9538
negative,-0.0899,-17.6645
negative,-0.5575,-20.6394
negative,-0.2532,-18.6897
negative,-1.2526,-25.2921
negative,-1.6950,-28.3970
negative,-0.3480,-19.2914
negative,1.5720,-8.0978
negative,1.3817,-9.1134
negative,-1.3761,-26.1478
negative,2.1892,-4.9453
negative,-0.5716,-20.7315
negative,1.7015,-7.4186
negative,-0.3206,-19.1167
negative,-1.6299,-27.9330
negative,0.7349,-12.7199
negative,-1.7406,-28.7231
negative,1.2489,-9.8347
negative,-0.4211,-19.7592
negative,0.3099,-14.4499
negative,-0.4166,-19.9936
negative,0.8137,-10.9656
negative,-2.8164,-42.6637
negative,1.6289,-5.9520
negative,0.3259,-14.3347
negative,0.3666,-14.0436
negative,0.2591,-14.8178
negative,1.5934,-6.1539
negative,-0.8216,-23.3510
negative,1.2978,-7.8951
negative,2.0410,-3.7112
negative,0.5511,-12.7454
negative,-0.9120,-24.1262
negative,-0.8818,-23.8661
negative,0.4950,-13.1354
negative,-0.6795,-22.1513
negative,2.1736,-3.0321
negative,-0.7843,-23.0332
negative,2.8099,-0.0575
negative,-1.5901,-23.8950
negative,0.7601,-7.9383
negative,2.1977,-0.9453
negative,2.5511,0.4521
negative,0.9164,-7.0759
negative,-0.3177,-14.5589
negative,-0.4105,-15.1844
negative,-0.5399,-16.0708
negative,1.8046,-2.6485
negative,0.4227,-9.8838
negative,0.3347,-10.4105
negative,-0.0672,-12.9151
negative,-0.1090,-13.1851
negative,-0.3697,-14.9080
negative,-1.0177,-19.4918
negative,2.5902,0.5988
negative,1.2471,-5.3340
negative,0.9952,-6.6506
negative,0.3781,-10.1495
negative,1.1291,-5.9428
negative,-0.1028,-13.1446
negative,0.4012,-10.0114
negative,0.4485,-9.7312
negative,-2.7635,-33.9641
negative,2.4451,0.9573
negative,3.0750,1.5918
negative,0.3394,-2.3145
negative,-0.4294,-3.9505
negative,1.4193,-0.4153
negative,-0.0811,-3.1800
negative,0.5053,-1.9924
negative,0.3933,-2.2085
negative,-0.1738,-3.3803
negative,1.5180,-0.2649
negative,1.0934,-0.9394
negative,1.0076,-1.0845
negative,1.9895,0.3995
negative,0.3121,-2.3686
negative,-2.5194,-9.5916
negative,1.0046,-1.0895
negative,0.8141,-1.4222
negative,0.5685,-1.8725
negative,-2.6481,-9.9959
negative,3.1412,1.6492
negative,-2.7677,-10.3777
negative,1.4555,-0.3596
negative,-3.5580,-13.0440
negative,1.2442,-0.6916
negative,2.7151,1.2486
negative,-0.0089,-3.0265
negative,-2.5429,-9.6648
negative,-1.5762,-6.8298
negative,1.3939,-0.4546
negative,-3.3142,-12.1949
negative,2.4912,1.0091
negative,1.3050,-0.5943
negative,1.9711,0.3752
negative,1.3971,-0.4497
negative,0.7800,-1.4834
negative,1.9410,0.3354
negative,0.7692,-1.5027
negative,-1.8093,-7.4791
negative,0.3570,-2.2798
negative,2.0880,0.5272
negative,-1.0923,-5.5508
negative,1.7483,0.0708
negative,-1.0460,-5.4332
negative,-2.5831,-9.7907
negative,-0.5214,-3.1006
negative,0.8236,-1.2199
negative,2.7522,1.7483
negative,2.0179,0.5804
negative,1.3438,-0.4508
negative,0.4015,-1.8269
negative,-0.0664,-2.4818
negative,1.3833,-0.3914
negative,-0.5919,-3.1950
negative,1.4498,-0.2911
negative,2.3725,1.1386
negative,0.7384,-1.3436
negative,-0.2174,-2.6891
negative,0.5906,-1.5568
negative,0.8432,-1.1913
negative,-2.0673,-5.0703
negative,0.9660,-1.0116
negative,1.4871,-0.2348
negative,-1.4608,-4.3220
negative,1.4387,-0.3079
negative,-0.0849,-2.5073
negative,-0.0904,-2.5149
negative,-0.8254,-3.5042
negative,-2.3193,-5.3719
negative,1.0279,-0.9206
negative,1.6559,0.0218
negative,1.8679,0.3476
negative,-1.5607,-4.4475
negative,0.6548,-1.4645
negative,0.7356,-1.3477
negative,-0.4698,-3.0313
negative,1.8977,0.3938
negative,1.1301,-0.7694
negative,0.6859,-1.4195
negative,0.8506,-1.1805
negative,-0.2331,-2.7106
negative,0.1568,-2.1718
negative,1.2204,-23.8993
negative,-0.2865,-60.3433
negative,1.9469,-11.4904
negative,0.5523,-38.2753
negative,3.1489,1.6715
negative,-0.2084,-58.0989
negative,-0.9797,-81.9552
negative,-0.4163,-64.1575
negative,-0.3260,-61.4920
negative,0.7667,-33.3524
negative,0.9704,-28.9467
negative,1.4268,-20.0324
negative,-0.1127,-28.1201
negative,-0.6912,-37.8554
negative,2.5338,0.6421
negative,1.0663,-12.1096
negative,1.0577,-12.2071
negative,-0.6955,-37.9336
negative,0.1828,-23.6244
negative,1.8569,-4.2505
negative,0.6425,-17.2725
negative,1.1798,-10.8386
negative,-0.4669,-33.9344
negative,-0.2308,-30.0083
negative,2.3537,-0.4946
negative,2.0125,-2.9762
negative,-1.3441,-50.3294
negative,0.7698,-15.6519
negative,0.5335,-18.7089
negative,0.0732,-25.2552
negative,1.2427,-10.1553
negative,0.0093,-26.2256
negative,2.0675,-2.5471
negative,0.0664,-25.3569
negative,1.1540,-11.1233
negative,0.9059,-13.9855
negative,-0.8064,-39.9420
negative,2.1038,-0.5715
negative,0.1718,-7.5057
negative,0.7763,-5.2242
negative,0.0260,-8.0711
negative,0.8883,-4.8129
negative,-0.2853,-9.2984
negative,-1.4276,-14.0331
negative,0.4228,-6.5462
negative,0.3420,-6.8531
negative,-0.0123,-8.2206
negative,2.9919,2.2672
negative,-0.3863,-9.7025
negative,-0.4349,-14.1399
negative,-1.9260,-26.2376
negative,0.2279,-9.6943
negative,-1.1642,-19.6936
negative,0.1118,-10.4319
negative,2.0782,-0.3209
negative,-0.0125,-11.2403
negative,0.6994,-6.8811
negative,0.5766,-7.5863
negative,0.4903,-8.0929
negative,0.2369,-9.6378
negative,0.1207,-10.3747
negative,0.5912,-7.5012
negative,0.8398,-6.1000
negative,2.1839,0.0793
negative,3.9266,4.5788
negative,1.5292,-2.6356
negative,0.4353,-8.4211
negative,-0.9659,-18.1151
negative,-2.7152,-33.8149
negative,-1.2419,-20.3264
negative,-0.8200,-16.9862
negative,-0.1869,-12.4095
negative,-1.2092,-20.0591
negative,0.4019,-8.6227
negative,0.1057,-10.4706
negative,0.4400,-8.3932
negative,0.8657,-9.2993
negative,-0.0119,-15.8340
negative,-1.5460,-28.6812
negative,-1.5519,-28.7342
negative,0.7047,-10.4534
negative,-0.1861,-17.2017
negative,-0.8461,-22.5957
negative,-0.7262,-21.5903
negative,1.0384,-8.0825
negative,1.3392,-6.0192
negative,0.9429,-8.7529
negative,0.8733,-9.2450
negative,0.7525,-10.1090
negative,1.7064,-3.5942
negative,-0.1062,-16.5717
negative,0.5167,-11.8270
negative,-1.9406,-32.2778
negative,0.8178,-9.6405
negative,-0.2102,-17.3929
negative,0.2234,-14.0243
negative,-0.1568,-16.9705
negative,0.2014,-14.1913
negative,0.5370,-11.6775
negative,0.4155,-12.5774
negative,-0.8703,-22.7996
negative,0.1810,-34.7837
negative,1.4031,-13.0260
negative,0.8352,-22.1348
negative,-0.4349,-48.8016
negative,-0.3368,-46.4319
negative,-1.3986,-74.8399
negative,1.1429,-16.9841
negative,-1.2459,-70.3791
negative,-2.1073,-97.1808
negative,2.2767,-2.4082
negative,-0.2522,-44.4313
negative,0.1113,-36.2676
negative,0.5561,-27.2498
negative,0.1107,-36.2804
negative,0.5044,-28.2424
negative,0.1630,-35.1649
negative,-1.7312,-84.9868
negative,1.3799,-13.3643
negative,0.5973,-26.4690
negative,-3.2853,-140.3101
negative,-0.0353,-39.4731
negative,0.5915,-26.5780
negative,1.3042,-14.4880
negative,0.2804,-32.7131
negative,0.6540,-25.4082
negative,1.0003,-19.3079
negative,1.5187,-11.3849
negative,-0.7470,-56.6867
negative,0.8992,-21.0219
negative,1.1299,-17.1912
negative,-1.8439,-88.5612
negative,-0.0830,-40.5413
negative,0.2929,-32.4569
negative,0.5574,-27.2243
negative,0.4272,-29.7535
negative,1.0585,-18.3458
negative,-0.1266,-41.5299
negative,0.8618,-21.6690
negative,1.2150,-15.8509
negative,-1.2513,-70.5337
negative,-0.2548,-44.4914
negative,-0.3915,-113.9792
negative,-1.8735,-225.7992
negative,-0.6132,-128.3905
negative,-1.4098,-186.8948
negative,0.7689,-51.8337
negative,-0.3001,-108.2737
negative,2.3495,-3.0879
negative,0.5275,-62.9227
negative,-1.5968,-202.1608
negative,0.4474,-66.8173
negative,-0.3442,-111.0062
negative,1.8582,-13.8053
negative,-0.1596,-99.7759
negative,-0.4286,-116.3315
negative,0.9524,-44.0499
negative,-0.1960,-101.9455
negative,0.7527,-52.5486
negative,-1.4252,-188.1328
negative,-0.4287,-116.3382
negative,0.6171,-58.6937
negative,-0.2526,-105.3609
negative,-0.4433,-117.2712
negative,1.3796,-28.0896
negative,-0.6913,-133.6587
negative,1.1592,-35.9474
negative,0.5777,-60.5349
negative,1.2588,-32.2960
negative,-0.7190,-3.5694
negative,0.4559,-1.5924
negative,-0.4208,-3.0771
negative,-0.1891,-2.6901
negative,-2.4732,-6.3331
negative,-2.4763,-6.3377
negative,1.8289,0.8460
negative,-0.0929,-2.5283
negative,-0.5342,-3.2651
negative,0.6309,-1.2893
negative,0.6896,-1.1871
negative,1.9100,0.9943
negative,-0.9360,-3.9235
negative,0.8786,-0.8564
negative,1.5012,0.2514
negative,1.2611,-0.1791
negative,-0.1290,-2.5892
negative,1.7195,0.6466
negative,-0.2299,-2.7585
negative,1.9589,1.0839
negative,-0.8500,-3.7834
negative,0.7261,-1.1234
negative,0.4175,-1.6586
negative,-0.8722,-3.8197
negative,0.3390,-1.7935
negative,0.2150,-2.0059
negative,0.6179,-1.3119
negative,0.6710,-1.2195
negative,0.6416,-1.2706
negative,0.4627,-1.5806
negative,1.1919,-0.3025
negative,1.5513,0.3418
negative,0.5270,-1.4695
negative,-0.3953,-3.0347
negative,0.7183,-7.0438
negative,1.1625,-4.5801
negative,1.3267,-3.7398
negative,0.4138,-8.8922
negative,2.1639,-0.0418
negative,-1.9418,-27.5886
negative,-1.0206,-19.3505
negative,-1.8763,-26.9637
negative,0.6130,-7.6684
negative,1.0560,-5.1458
negative,-2.2044,-30.1547
negative,3.5499,3.9190
negative,0.1600,-10.5327
negative,-0.6226,-16.1595
negative,0.1437,-10.6408
negative,2.1497,-0.0963
negative,1.5530,-2.6431
negative,0.3199,-9.4885
negative,-0.6345,-16.2512
negative,0.0433,-11.3169
negative,1.7172,-1.8925
negative,2.1231,-0.1991
negative,1.7002,-1.9685
negative,0.5701,-7.9274
negative,-0.6014,-15.9953
negative,2.1960,0.0806
negative,-0.9654,-18.8942
negative,1.2270,-4.2455
negative,-1.4004,-22.6026
negative,0.4261,-8.8150
negative,0.9382,-5.7898
negative,0.3240,-9.4623
negative,1.5140,-2.8269
negative,-0.2003,-13.0161
negative,1.1877,-4.4489
negative,-0.2941,-13.6926
negative,-2.2074,-30.1853
negative,-1.4074,-22.6646
negative,1.6300,-2.2863
negative,0.6928,-7.1932
negative,0.1769,-10.4205
negative,0.2755,-9.7750
negative,0.5966,-7.7672
negative,0.7753,-6.7120
negative,-1.3386,-22.0595
negative,2.2748,0.3745
negative,0.1040,-10.9067
negative,0.0569,-11.2245
negative,1.2569,-4.0924
negative,1.7371,-1.8039
negative,-0.6696,-16.5249
negative,-0.4708,-15.0009
negative,0.1923,-10.3186
negative,-0.0141,-11.7101
negative,0.4037,-8.9560
negative,-0.1345,-12.5493
negative,0.7474,-6.8738
negative,1.9480,-10.6494
negative,1.5659,-12.5901
negative,0.9268,-15.9126
negative,0.0783,-20.4718
negative,0.8693,-16.2161
negative,-0.2605,-22.3393
negative,-0.4268,-23.2661
negative,1.2972,-13.9750
negative,-0.7510,-25.0910
negative,2.7447,-6.7135
negative,-1.1439,-27.3360
negative,-1.0324,-26.6955
negative,-1.0352,-26.7115
negative,-0.7893,-25.3083
negative,2.4603,-8.1014
negative,-0.4395,-23.3371
negative,3.2033,-4.5154
negative,0.5527,-17.9019
negative,1.5677,-12.5809
negative,0.6052,-17.6205
negative,-0.9490,-26.2179
negative,0.5694,-17.8121
negative,0.2392,-19.5939
negative,0.7937,-16.6165
negative,0.2925,-19.3048
negative,0.5930,-17.6860
negative,1.2632,-14.1518
negative,0.9544,-15.7671
negative,1.7996,-11.3988
negative,-0.2186,-22.1066
negative,0.8731,-16.1958
negative,-0.2559,-22.3138
negative,-0.0936,-21.4161
negative,3.5715,-2.7864
negative,1.3603,-13.6483
negative,-0.9772,-26.3791
negative,-0.5872,-24.1657
negative,0.5237,-18.0572
negative,0.8581,-16.2754
negative,-1.4064,-28.8559
negative,-0.1979,-21.9924
negative,1.8567,-11.1096
negative,-0.3035,-22.5782
negative,-0.1755,-21.8682
negative,2.7283,-6.7926
negative,2.2755,-9.0133
negative,-1.3581,-28.5750
negative,-0.4894,-23.6163
negative,1.5294,-12.7771
negative,1.9890,-10.4430
negative,1.7868,-11.4637
negative,2.4560,-8.1225
negative,0.8639,-16.2443
negative,0.4185,-18.6232
negative,-1.9454,-32.0279
negative,0.4843,-18.2689
negative,1.0721,-15.1488
negative,0.3998,-18.7241
negative,0.5595,-17.8654
negative,-3.0956,-39.0249
negative,2.0278,-10.2481
negative,3.0959,-5.0257
negative,1.6942,-11.9346
negative,0.4823,-18.2798
negative,0.3569,-47.4264
negative,-4.6869,-125.0101
negative,1.5644,-33.0397
negative,0.9963,-39.6064
negative,1.0518,-38.9493
negative,0.2096,-49.2910
negative,0.1792,-49.6798
negative,0.5671,-44.8058
negative,-0.4253,-57.6085
negative,1.6959,-31.5708
negative,1.4274,-34.5906
negative,0.2455,-48.8340
negative,1.7110,-31.4041
negative,-0.4119,-57.4287
negative,0.8201,-41.7163
negative,0.3584,-47.4072
negative,0.4231,-46.5950
negative,0.3451,-47.5746
negative,-1.0014,-65.5420
negative,-1.0255,-97.4114
negative,0.4238,-51.9596
negative,-2.1009,-139.1328
negative,-2.1040,-139.2648
negative,-3.2445,-190.9805
negative,-0.1090,-67.2309
negative,0.1298,-60.1791
negative,-1.2728,-106.4024
negative,0.2566,-56.5724
negative,-0.7962,-89.3946
negative,0.6038,-47.1783
negative,0.4616,-50.9410
negative,-1.2768,-106.5514
negative,1.5127,-25.9551
negative,0.0699,-61.9151
negative,-0.9253,-93.8709
negative,0.9307,-38.9837
negative,0.3445,-54.1279
negative,-1.5010,-115.0191
negative,1.2208,-32.2392
negative,-0.0131,-64.3584
negative,0.9463,-38.6097
negative,0.2015,-58.1277
negative,0.6424,-13.9664
negative,-2.8571,-40.4141
negative,-0.1955,-19.6733
negative,0.0381,-18.0425
negative,2.1258,-4.8286
negative,0.3003,-16.2489
negative,1.3658,-9.3563
negative,-0.7733,-23.8385
negative,0.9940,-11.6890
negative,-1.0875,-26.1814
negative,-1.1895,-26.9542
negative,-0.5974,-22.5507
negative,0.0514,-17.9509
negative,0.5009,-14.9024
negative,0.4716,-15.0978
negative,0.8228,-12.7893
negative,1.3839,-9.2447
negative,0.6084,-14.1901
negative,0.5263,-14.7336
negative,0.2380,-16.6713
negative,2.0722,-5.1373
negative,1.9845,-5.6457
negative,0.2581,-16.5347
negative,-0.1791,-19.5579
negative,0.6859,-13.6808
negative,-1.3250,-27.9899
negative,-1.4164,-28.6942
negative,0.6475,-13.9331
negative,0.5739,-224.1686
negative,-0.2990,-251.9830
negative,0.5537,-224.8499
negative,0.2142,-236.0143
negative,0.8679,-214.0908
negative,0.6126,-222.8654
negative,0.2896,-233.5768
negative,0.6374,-222.0253
negative,-0.3365,-253.1092
negative,-0.3283,-252.8622
negative,0.4346,-228.8196
negative,0.1901,-236.7868
negative,0.8188,-215.7998
negative,0.5353,-225.4652
negative,-0.5638,-3.0252
negative,1.0233,-2.1285
negative,2.5371,0.8102
negative,0.8450,-2.3407
negative,-0.7238,-2.9915
negative,-0.3247,-3.0332
negative,1.2073,-1.8800
negative,0.3426,-2.7869
negative,2.3509,0.3388
negative,1.1610,-1.9453
negative,0.9714,-2.1932
negative,0.3246,-2.7988
negative,0.4569,-2.7051
negative,1.2305,-1.8465
negative,1.1006,-2.0277
negative,1.0142,-2.1401
negative,0.2431,-2.8487
negative,0.8276,-2.3600
negative,0.9890,-2.1716
negative,0.1870,-2.8797
negative,1.2677,-1.7918
negative,1.0049,-2.1517
negative,1.6086,-1.2335
negative,1.1824,-1.9154
negative,-0.3413,-3.0342
negative,0.5774,-2.6063
negative,0.8889,-2.2911
negative,-0.0175,-2.9689
negative,0.7424,-2.4501
negative,1.1282,-1.9905
negative,0.4401,-2.7179
negative,-0.7774,-2.9752
negative,1.3552,-1.6584
negative,3.4608,3.6025
negative,-0.2114,-3.0192
negative,0.5421,-2.6366
negative,1.1122,-2.0122
negative,1.6577,-1.1447
negative,0.5442,-2.6348
negative,0.4029,-2.7452
negative,0.3726,-2.7666
negative,-1.3832,-2.6130
negative,-0.9551,-2.9027
negative,1.8903,-0.6943
negative,-0.9908,-2.8847
negative,0.4849,-2.6833
negative,3.8203,-0.2553
negative,-0.2981,-23.5481
negative,1.7603,-9.8756
negative,0.2222,-19.7086
negative,-1.8183,-36.2522
negative,-0.6788,-26.5218
negative,-0.5343,-25.3772
negative,1.2275,-13.0251
negative,1.9064,-9.0590
negative,-2.3691,-41.4010
negative,0.5366,-17.5147
negative,0.2432,-19.5592
negative,0.5985,-17.0937
negative,-1.0290,-29.3799
negative,0.5676,-17.3036
negative,-0.7839,-27.3675
negative,1.0539,-14.1102
negative,3.9094,0.0690
negative,-4.1748,-60.3209
negative,1.0059,-14.4151
negative,-0.9273,-28.5381
negative,0.2302,-19.6517
negative,1.0400,-14.1985
negative,-0.5778,-25.7196
negative,4.1528,0.9164
negative,0.2330,-19.6322
negative,1.3960,-14.5421
negative,2.0651,-11.3695
negative,1.6799,-13.2132
negative,0.5092,-18.5276
negative,0.8673,-16.9483
negative,1.6791,-13.2173
negative,0.5542,-18.3313
negative,0.6795,-17.7816
negative,1.2285,-15.3141
negative,1.3903,-14.5688
negative,0.1918,-19.8928
negative,-2.0777,-28.7184
negative,1.7221,-13.0139
negative,2.0162,-11.6062
negative,2.0953,-11.2225
negative,-0.0038,-20.7182
negative,-1.3883,-6.3173
negative,-0.1403,-5.0616
negative,-0.1603,-5.0917
negative,0.8271,-3.2202
negative,0.2059,-4.4896
negative,1.0599,-2.6640
negative,0.6854,-3.5374
negative,-0.7378,-5.8201
negative,-1.8839,-6.4660
negative,0.0923,-4.6880
negative,-0.3221,-5.3230
negative,0.0280,-4.7956
negative,0.0292,-4.7937
negative,-2.6971,-6.2790
negative,-1.0863,-6.1291
negative,0.3707,-1.8349
negative,0.7086,-1.4205
negative,-2.3376,-3.4440
negative,-0.3613,-2.5701
negative,-0.0153,-2.2503
negative,-3.0789,-3.3537
negative,-0.9892,-3.0236
negative,-0.7149,-2.8456
negative,-0.8656,-2.9472
negative,0.0792,-2.1543
negative,-0.0262,-2.2612
negative,-0.0060,-2.2411
negative,-3.0635,-3.3579
negative,0.4891,-1.6951
negative,-3.0656,-3.3573
negative,1.2419,-0.6699
negative,1.2667,-6.6447
negative,-0.2331,-10.4459
negative,0.9323,-7.6566
negative,-1.2326,-11.9258
negative,-0.4637,-10.8621
negative,1.2107,-6.8205
negative,-0.6240,-11.1250
negative,-0.7825,-11.3636
negative,0.2431,-9.4444
negative,1.3611,-6.3419
negative,1.1083,-7.1356
negative,1.3208,-6.4719
negative,-0.6450,-34.1775
negative,0.8773,-21.8758
negative,0.7821,-22.6357
negative,0.5426,-24.5529
negative,-0.2256,-30.7555
negative,-0.0147,-29.0445
negative,-0.6118,-33.9056
negative,-0.4431,-32.5271
negative,0.9374,-21.3973
negative,-1.3919,-40.3336
negative,-1.4489,-40.8071
negative,1.4838,-17.0667
negative,0.5687,-24.3432
negative,-0.3362,-31.6555
negative,-0.0147,-29.0441
negative,-0.3578,-31.8318
negative,1.1176,-19.9645
negative,-2.6004,-50.4623
negative,0.4696,-25.1381
negative,1.4243,-17.5357
negative,0.7129,-23.1885
negative,0.7219,-23.1164
negative,-0.7455,-35.0018
negative,-1.6628,-42.5867
negative,-0.3838,-32.0438
negative,-1.4834,-41.0933
negative,-1.2511,-790.9471
negative,-1.2466,-789.8910
negative,-0.4488,-611.8182
negative,0.0962,-503.0374
negative,0.8484,-370.0742
negative,0.7402,-387.9735
negative,0.4531,-437.4725
negative,-0.5660,-636.5680
negative,0.5270,-424.4557
negative,-0.4309,-608.0749
negative,-0.3227,-585.7137
negative,-0.2866,-578.3483
negative,1.6992,-243.6739
negative,-0.0723,-535.5466
negative,0.8570,-368.6685
negative,-1.2506,-790.8320
negative,0.2967,-465.6476
negative,1.5208,-268.0742
negative,2.7928,-118.6295
negative,-2.5420,-1126.7193
negative,2.0869,-194.5255
negative,2.6714,-130.4270
negative,0.3184,-173.8766
negative,0.5455,-166.5840
negative,0.6479,-163.3132
negative,-0.6015,-203.9696
negative,-1.4304,-231.8511
negative,0.5906,-165.1431
negative,0.9263,-154.4784
negative,0.1549,-179.1594
negative,-1.2265,-224.9258
negative,0.3482,-172.9176
negative,0.5189,-167.4359
negative,0.1203,-180.2804
negative,0.7499,-160.0689
negative,1.0027,-152.0699
negative,-0.6639,-18.9614
negative,-0.5568,-18.6968
negative,0.2101,-15.9014
negative,0.9492,-11.7122
negative,0.6920,-13.3367
negative,0.3650,-15.1451
negative,0.4490,-14.7080
negative,-0.6491,-18.9268
negative,0.0494,-16.6182
negative,-0.4388,-18.3696
negative,-0.5541,-18.6897
negative,0.2571,-17.8412
negative,-0.4115,-21.0246
negative,-0.1334,-19.6945
negative,-2.9935,-33.7866
negative,0.5233,-16.5875
negative,1.7764,-10.7924
negative,3.0788,-4.9546
negative,-0.3844,-20.8946
negative,-0.1357,-19.7054
negative,0.2578,-17.8378
negative,0.2382,-17.9304
negative,1.3946,-12.5394
negative,-0.8540,-23.1588
negative,0.7349,-15.5966
negative,-0.7351,-22.5832
negative,-0.5062,-21.4796
negative,1.3991,-12.5185
negative,-2.2348,-29.9598
negative,-1.8282,-27.9351
negative,0.7467,-15.5413
negative,0.2662,-17.7983
negative,-1.1837,-24.7636
negative,-0.3830,-20.8880
negative,-3.1055,-34.3570
negative,-1.1608,-24.6519
negative,1.8044,-10.6647
negative,0.0759,-18.6989
negative,-0.8640,-23.2074
negative,-1.0398,-24.0619
negative,-0.4832,-21.3690
negative,-2.1557,-29.5642
negative,1.3617,-12.6908
negative,2.2198,-8.7837
negative,2.4933,-7.5553
negative,-0.7103,-22.4638
negative,1.3436,-12.7742
negative,1.9603,-9.9567
negative,0.2586,-17.8339
negative,0.3666,-10.7362
negative,0.0833,-12.4847
negative,0.1495,-12.0702
negative,0.3009,-11.1361
negative,0.6019,-9.3331
negative,-3.1654,-37.1708
negative,0.2324,-11.5567
negative,0.5307,-9.7528
negative,-0.6120,-17.0509
negative,-0.0502,-13.3314
negative,0.6393,-9.1145
negative,0.9687,-7.2352
negative,0.0544,-12.6670
negative,-2.0174,-27.4731
negative,-0.3530,-15.3043
negative,0.6165,-9.2479
negative,-0.7326,-17.8828
negative,-1.2419,-21.5252
negative,0.0147,-12.9176
negative,0.4645,-10.1468
negative,0.7107,-8.6997
negative,-2.6039,-32.2942
negative,1.1361,-6.3138
negative,1.3598,-5.1184
negative,-3.0744,-36.3635
negative,-1.9742,-27.1288
negative,-1.8732,-26.3303
negative,1.0333,-6.8774
negative,1.2369,-5.7700
negative,-0.8214,-18.5030
negative,1.3468,-5.1868
negative,1.0719,-6.6648
negative,0.7277,-8.6014
negative,-0.5770,-16.8121
negative,-0.9991,-19.7623
negative,2.2580,-0.7237
negative,-0.0318,-13.2138
negative,-0.1976,-14.2825
negative,0.3399,-10.8982
negative,-1.4588,-23.1394
negative,-0.3086,-15.0103
negative,-0.6079,-17.0230
negative,3.0989,2.7994
negative,0.2036,-11.7343
negative,-0.7088,-17.7177
negative,0.3187,-11.0271
negative,-0.8404,-18.6360
negative,-0.5049,-16.3220
negative,1.0468,-6.8025
negative,-1.2627,-21.6780
negative,1.0219,-6.9404
negative,0.2750,-11.2946
negative,1.1004,-6.5084
negative,0.2663,-11.3479
negative,0.0880,-11.4606
negative,0.6038,-10.1039
negative,2.1244,-4.9982
negative,0.6418,-9.9965
negative,-0.6481,-13.0681
negative,0.6346,-10.0167
negative,-0.5537,-12.8835
negative,0.6788,-9.8908
negative,0.6415,-9.9971
negative,-0.8063,-13.3629
negative,-0.2829,-12.3190
negative,0.7055,-9.8138
negative,0.2723,-10.9975
negative,0.1140,-11.3967
negative,-0.4010,-12.5716
negative,-0.1192,-11.9523
negative,0.8009,-9.5352
negative,0.6344,-10.0175
negative,-3.1847,-15.6434
negative,0.6052,-10.1000
negative,-0.7385,-103.4640
negative,0.9120,-59.1461
negative,0.1512,-78.3180
negative,-0.0361,-83.3666
negative,0.1582,-78.1318
negative,-0.6888,-101.9823
negative,-0.5051,-96.5810
negative,0.8740,-60.0523
negative,0.0708,-80.4685
negative,-2.2107,-151.5285
negative,-0.6240,-100.0621
negative,0.0845,-80.1008
negative,-0.7510,-103.8367
negative,0.5001,-69.2584
negative,-0.2614,-89.6143
negative,-0.4732,-95.6573
negative,-0.1466,-86.4072
negative,0.1232,-79.0627
negative,-1.5054,-127.4977
negative,1.6618,-42.3561
negative,1.7912,-39.6691
negative,0.9566,-58.0899
negative,2.3076,-29.5670
negative,0.8457,-60.7320
negative,0.7395,-63.3050
negative,1.5755,-44.1816
negative,-0.2499,-89.2894
negative,-2.4217,-159.0761
negative,-0.4179,-94.0641
negative,-2.2477,-152.8392
negative,-2.3492,-156.4661
negative,-1.6060,-130.8128
negative,0.1148,-79.2878
negative,-2.1157,-148.1841
negative,0.9516,-58.2080
negative,0.9169,-12.4401
negative,0.6966,-13.4130
negative,0.9079,-12.4824
negative,-0.1635,-15.8810
negative,0.3018,-14.8091
negative,0.7779,-13.0702
negative,0.3484,-14.6676
negative,1.0301,-11.8857
negative,0.0426,-15.4829
negative,-0.0722,-15.7197
negative,-0.0643,-15.7046
negative,0.0338,-15.5023
negative,0.1617,-15.1971
negative,-0.6362,-16.3343
negative,-0.5560,-16.3025
negative,0.5760,-13.8871
negative,-0.3630,-16.1504
negative,0.8282,-12.8484
negative,-0.3589,-16.1460
negative,-0.5933,-16.3196
negative,-0.9994,-16.2475
negative,0.3639,-14.6192
negative,0.5392,-31.6317
negative,0.4518,-32.5636
